UF,MUNICIPIO,ID_IBGE,POPULACAO_TOTAL
RS,Vicente Dutra,4323101,4741
MS,Vicentina,5008404,6505
GO,Vicentinópolis,5222054,9175
MG,Viçosa,3171303,79517
AL,Viçosa,2709400,24414
RN,Viçosa,2414902,1900
CE,Viçosa do Ceará,2314102,62972
RS,Victor Graeff,4323200,2829
SC,Vidal Ramos,4219200,6266
SC,Videira,4219309,59074
MG,Vieiras,3171402,3781
PB,Vieirópolis,2517209,4967
PA,Vigia,1508209,54062
MT,Vila Bela da Santíssima Trindade,5105507,17592
GO,Vila Boa,5222203,4145
RN,Vila Flor,2415008,3304
RS,Vila Flores,4323309,3741
RS,Vila Lângaro,4323358,2121
RS,Vila Maria,4323408,4515
PI,Vila Nova do Piauí,2211605,2972
RS,Vila Nova do Sul,4323457,3932
MA,Vila Nova dos Martírios,2112852,10561
ES,Vila Pavão,3205150,9319
GO,Vila Propício,5222302,6028
MT,Vila Rica,5108600,19686
ES,Vila Valério,3205176,14267
ES,Vila Velha,3205200,506779
RO,Vilhena,1100304,109651
SP,Vinhedo,3556701,79089
SP,Viradouro,3556800,17685
MG,Virgem da Lapa,3171600,11774
MG,Virgínia,3171709,9164
MG,Virginópolis,3171808,10511
MG,Virgolândia,3171907,4471
PR,Virmond,4128658,3828
MG,Visconde do Rio Branco,3172004,40711
PA,Viseu,1508308,62189
RS,Vista Alegre,4323507,2710
SP,Vista Alegre do Alto,3556909,8368
RS,Vista Alegre do Prata,4323606,1624
RS,Vista Gaúcha,4323705,2843
PB,Vista Serrana,2505501,3772
SC,Vitor Meireles,4219358,5507
ES,Vitória,3205309,343378
SP,Vitória Brasil,3556958,1828
BA,Vitória da Conquista,2933307,396613
RS,Vitória das Missões,4323754,3316
PE,Vitória de Santo Antão,2616407,144243
AP,Vitória do Jari,1600808,11899
MA,Vitória do Mearim,2112902,31859
PA,Vitória do Xingu,1508357,16552
PR,Vitorino,4128708,10549
MA,Vitorino Freire,2113009,31920
MG,Volta Grande,3172103,4441
RJ,Volta Redonda,3306305,279971
SP,Votorantim,3557006,133510
SP,Votuporanga,3557105,100568
BA,Wagner,2933406,9866
PI,Wall Ferraz,2211704,4195
TO,Wanderlândia,1722081,10734
BA,Wanderley,2933455,13460
MG,Wenceslau Braz,3172202,2377
PR,Wenceslau Braz,4128500,19398
BA,Wenceslau Guimarães,2933505,25535
RS,Westfália,4323770,3223
SC,Witmarsum,4219408,4513
TO,Xambioá,1722107,10636
PR,Xambrê,4128807,5835
RS,Xangri-lá,4323804,16949
SC,Xanxerê,4219507,54891
AC,Xapuri,1200708,19170
SC,Xavantina,4219606,3583
SC,Xaxim,4219705,34485
PE,Xexéu,2616506,11699
PA,Xinguara,1508407,57768
BA,Xique-Xique,2933604,47019
PB,Zabelê,2517407,2323
SP,Zacarias,3557154,2773
MA,Zé Doca,2114007,41815
SC,Zortéa,4219853,4257
